txn_id,date,inn,side,amount,purpose,iforest_score_credit
cc34238ab8f9e7c6fb539309f573f1245cd05987f62d44ccd08186d17b170fbd,2023-03-23,524ef6bc49f42742,credit,9013.0,оплата по счету № 54 от date_f676d97a60a1 за тонирование стекла пленкой сумма 9013-00 в т.ч. ндс (20%) 1502-17,0.9999999933587894
638dfb9ba3e15cae410521be3250e56e80c52596c91023d61f080e9003fc0984,2020-04-24,3a9c5401f637dd8d,credit,15710.0,оплата процентов договору ои-3/141118 от date_34a4a58b89bd сумма 15710-00 без налога (ндс),0.999999993273933
0f72bb06aa0d128e2201a48f826b2d46c372aa41c04eb77ee6687eaf3a891ca3,2019-01-16,0ce0b6eeec2d8629,credit,33600.0,оплата по счету № 109 от date_8e9b70caae61 бух услуги за декабрь 2018г согласно договора №3 от 09.01.18 сумма 33600-00 без налога (ндс),0.999999992584148
22cd3cffaca8b17b81771fdca483cae750b300e760234291617dc37a5feb9630,2021-09-15,40149916b115417d,credit,10626.46,оплата по счет-фактуре № inn_b048dc286513 от 31.08.21 договор № 1086 сумма 10626-46 в т.ч. ндс (20%) 1771-08,0.9999999922504167
b596ee57ba69179a1b1ea204bb7a38c604971141a990eb61cb95a1940a6ec34e,2021-10-22,035fab081fc0922f,credit,11828.69,расчет уволнение для зачисления на счет ермошкина михаила юрьевича сумма 11828-69 без налога (ндс),0.9843930452004327
555fd1a609855e6ea57b0efa3da8f94e2950ed552cd497cfb1bf001b5e4d1d52,2020-01-09,80799e1a6646b6dc,credit,399.77,взносы на обязательное социальное страхование,0.9840354497192495
4cffdb41c1ce50de5ff8ee4a9c06208851df0dd7a58bc0273ac6887993e0f8f8,2023-03-06,d877722ca4e40f98,credit,338000.0,перевод средств между счетами сумма 338000-00 без налога (ндс),0.9664913178642417
81d0e4bfdf316762dd380f8947d43368f68ee21f70066038cd5855f55f4c459f,2022-06-07,1b21a7645f64d170,credit,60234.52,по решению о взыскании № 5593 от date_11c362601502 на основании ст.46 нк рф от 31.07.1998г. № 146-фз,0.9576166885859939
c86a7374d300a7221f87c35ad1680053fb10925ffff69062530306a49d3dcb72,2023-01-09,d877722ca4e40f98,credit,3000.0,перевод средств между счетами сумма 3000-00 без налога (ндс),0.9468507132347417
e4d62c5b5211f91bc12f7b7f91ba49cd42787860ac39d97d874b34cd53fa0da2,2022-01-11,80799e1a6646b6dc,credit,200.0,штраф налог на прибыль,0.9407128054647163
dd8f40d01d5fdb23b2915e01d25a4dc861af114d83c8635b21e467feb0c3aab7,2024-04-01,8d9e0be733f77f1c,credit,639.32,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '29/02/2024' по '31/03/2024' за 31 дней. ндс не облагается,0.938331096605168
a7ac9d3b7cdf28303cbc8c8e41c483e4ba144c6548200dbc14d801d6b6cba8aa,2021-06-16,cf603eadad6f36c6,credit,16315.5,"оплата по с/ф юс002305 от 30.04.21г, с/ф юс003269 от 31.05.21г, с/ф юс004070 от 30.06.21г услуги по контролю за трансляцией сигналов",0.9344216821328786
9036a7b379e57325be6f4f2e57a7470b547e49af0f6ea557d5c54ddb627aaaf6,2024-02-02,d877722ca4e40f98,credit,157000.0,перевод средств между счетами сумма 157000-00 без налога (ндс),0.9303658717799345
4f9a8657734f0d918ad9db0d087818adcec3880ad6725ea48e9d216a26cbbaa3,2022-03-28,1b21a7645f64d170,credit,58248.0,земельный налог за 2021 год,0.9271329489724359
4d0a8a037691ef9cb55a3a03c82090f04f969d836b722671131bda5eca7f6f99,2020-06-05,917804652432403b,credit,9668.74,ид взыск д.с. в пользу __ по постобвз №64241110298203 от date_cfba05994667 выд. мосп по ваш уфссп россии по сахалинской области по и/п/делу 46925/20/65024-ип от date_1976d2635e77,0.9245507080397962
f8632e774761471b726b799596e2c93f88dd51c297c72be03bed26cd1fcad15c,2019-02-05,80799e1a6646b6dc,credit,3034.46,страховые взносы на выплату страховой части трудовой пенсии за январь 2019г,0.9237942882490154
7f20a15e2fb38ff0853b018e41893db7f185fd89bcbccb95573f00ed3de1e91e,2025-02-02,8d9e0be733f77f1c,credit,739.82,комиссия за ведение счета acc_ded93f97f389 по договору рко № acc_ded93f97f389 от date_049b12695e2a за период с date_cfcdd853339f по date_c072f7994749 за 31 дней. ндс не облагается,0.9226162778813296
450fd0099937de8a372e3c268db2484046e88707f76785e399c45568966627a7,2023-01-12,d877722ca4e40f98,credit,555000.0,перевод средств между счетами сумма 555000-00 без налога (ндс),0.9209804975761278
d59270b189e1e8c4c2f4015cd54c3edf350e82a72ab0c321610d2ca301255c69,2021-07-16,d877722ca4e40f98,credit,18900000.0,частичный возврат суммы покрытия по аккредитиву № 8824s2107000h от 07.07.2021г в связи с изменением суммы аккредитива на основании заявления № 11 от 16.07.2021г..,0.9206425179128925
f6d662d109caa590e85fb3fe5d79b6961ae0f29845a01b112905a30cb491a82a,2022-05-24,1b21a7645f64d170,credit,800.0,"государственная пошлина за государственную регистрацию юридического лица, физических лиц в качестве индивидуальных предпринимателей, изменений, вносимых в учредительные документы юридического лица",0.9199940513250657
3f868a3f9435c2953c9cf976805c8ef686222ad420371fef7ae0493874260165,2024-12-03,8d9e0be733f77f1c,credit,560.68,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/07/2024' по '31/07/2024' за 31 дней. ндс не облагается,0.9187317589356204
e08b29703c9d885be2a8b03bc17b201197bcdff4a5c1da79c655ca85d101963d,2023-05-02,8d9e0be733f77f1c,credit,749.64,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/04/2023' по '30/04/2023' за 30 дней. ндс не облагается,0.9160938466264238
9f236d50aaf4a7a919df9d65cfa116e736e9fc8646e2f396b765d06b0e542d7c,2021-07-21,d877722ca4e40f98,credit,2555.17,"acc_204e664ca1bc;возврат согласно заявления ооо ""инкриз"" по дог. № 13866 от date_850656bcdad9",0.9122185966603105
ba799c8fee4889b4940e06e21c06220dae6b1026f44aa9aac3cf94b468a9ff90,2020-12-28,032f0b4d2498f263,credit,35519.0,оплата процентов по договору процентного денежного займа №1 от 17.12.20г сумма 35519-00 без налога (ндс),0.9103380426235357
0d0fb5eb5f2eeed84e00eac7fa71c21b68446d1dd471a9758f0668a4be48d2a7,2023-12-15,d877722ca4e40f98,credit,4040000.0,перевод средств между счетами сумма 4040000-00 без налога (ндс),0.908871204421571
0385be5668a6c9bcfed9ded72fade876b8611421dc2f69e543f77ca0325e42df,2021-07-09,d877722ca4e40f98,credit,71900696.0,"частичный возврат суммы покрытия по аккредитиву № 8824s2107000h от 07,07,2021 в связи с изменением суммы аккредитива на основании заявления № 5 от 09,07,2021",0.9073488111343662
9a6f68462846049d2ebe41ec82f2caaff78f1860f966f533ebae13fbaf25b20f,2023-02-22,8d9e0be733f77f1c,credit,199.0,роп 230221rv.i01 отражено по операции с картой visa business 427450*****7698 за date_8106dc1f185a. фио держателя аман вадим владимирович. 1100 покупка. egrservice.ru balakhna rus. ка_205594,0.9032537164113759
0206704ab16241dc5992012eb6514cdabca2dff3835a1277dbce009229719958,2022-05-05,ed18d013d231f2d0,credit,3750.0,оплата по счету № 211 от 25.04.22 транспортные услуги сумма 3750-00 без налога (ндс),0.9008960226807623
1fa17c7beba7006f7fd9c5797fe12752d47efcb4001d536b0d8bd95afc8f6dd6,2022-08-18,8d9e0be733f77f1c,credit,350.0,роп 220817rv.i01 отражено по операции с картой visa business 427450*****7698 за date_b89fac50e7f6. фио держателя аман вадим владимирович. 1100 покупка. egrservice balakhna rus. ка_208144,0.9005073765084501
7a815698c39d683236207509deb7fb6ff59dfece8e0aa8d90cb79c8dedec6082,2022-05-26,1b21a7645f64d170,credit,192.69,по решению о взыскании № 5593 от date_11c362601502 на основании ст.46 нк рф от 31.07.1998г. № 146-фз,0.8978134526522143
ed9644a4342c985e91250b9176044d7e4783d0057e0951f0a8885939302b5176,2023-01-20,8d9e0be733f77f1c,credit,199.0,роп 230119rv.i01 отражено по операции с картой visa business 427450*****7698 за date_e020a86de42d. фио держателя аман вадим владимирович. 1100 покупка. egrservice.ru balakhna rus. ка_254946,0.8964531191255966
5e5ada841bfcc5d0be192adc54e77512b2df13e060954b5d35e6e6f83f3b01b9,2021-10-12,8d9e0be733f77f1c,credit,25.67,оплата комиссии за оказание услуг по зачислению денежных средств. за период с date_39de5e2ae02c по date_919e1e947291. договор от date_eb8c294d74c6 № 50356798. ндс не облагается.,0.8949134004062526
260ce16f445490dd26dca630272b7399b8ef92e0e41d785cff2bfdb377f7d0d8,2021-10-12,8d9e0be733f77f1c,credit,180.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №48 (60000 rur ) от 12/10/21. без ндс,0.8940825112086864
223fab70464ec67cbf6b0c0e2f2eae572f96fbed323cf8c644d5d01c8612d167,2024-12-29,8d9e0be733f77f1c,credit,839.82,комиссия за ведение счета acc_ded93f97f389 по договору рко № acc_ded93f97f389 от date_049b12695e2a за период с date_fb93e5f4c158 по date_15a57fa574ae за 27 дней. ндс не облагается,0.8853970268836954
f0bbf082100a1b9654fd70d719aafc0133589a5119eea646effe1e372c6e95e6,2021-07-20,80799e1a6646b6dc,credit,19413.0,земельный налог за 2 квартал 2021 года,0.883024079349085
370dbae15a9c15817edb7746d77c4235b85dbeb8686b077522aacf8ba5798937,2023-01-09,d877722ca4e40f98,credit,960000.0,перевод средств между счетами сумма 960000-00 без налога (ндс),0.8815036211419228
65ff890b5bfbd84154010cabbbcf8a0750291cf4f2c3697127c21971ebd0c0cd,2021-07-09,40149916b115417d,credit,8341.16,оплата по счет-фактуре № inn_da53825e5faf от date_e2f6fdea7672 договор № 1086 сумма 8341-16 в т.ч. ндс (20%) 1390-19,0.8802288324927773
859092e05550f83f70006873730f83ec762f044102a531d1fdd2e400bb0b314b,2023-04-25,8d9e0be733f77f1c,credit,199.0,роп 230424rv.i01 отражено по операции с картой visa business 427450*****7698 за date_aa8ad88cd83f. фио держателя аман вадим владимирович. 1100 покупка. egrservice.ru balakhna rus. ка_260893,0.8788660743317687
11d36f43985a207722a8036b14aab8f37aee3475b79160790c32ccdef9b43204,2020-08-05,ed18d013d231f2d0,credit,5500.0,оплата по счету № 624 от date_4eafdd10efb6 транспортные услуги перевозка бытовки сумма 5500-00 без налога (ндс),0.8785133338538947
dfdbacef403a83c81710c0b5aeb01161bf9e4e75108ba67b01e712ce64096da4,2021-07-12,d877722ca4e40f98,credit,719384.0,частичный возврат суммы покрытия по аккредитиву №8824s2107000h от date_95feb18422fb в связи с изменением суммы аккредитива на основании заявления №7 от 12.07.2021г.,0.8784623976375691
3b33ff28c8e3e5b664f495d15decc4758884998a593c53cd0612d6ae84b80b39,2021-08-10,40149916b115417d,credit,2990.07,оплата по счет-фактуре № inn_a2d9c50daa2b от 31.07.21 договор № 1086 сумма 2990-07 в т.ч. ндс (20%) 498-35,0.8771029819100187
0dbebf670c32051e15ffbee701acb89e6f3a7aef3c0860426b61a1814d5e56a7,2019-02-05,80799e1a6646b6dc,credit,400.0,взносы на обязательное социальное страхование за январь 19г,0.875188306288392
60c8fc47110ab9d3083551694af64d9fa227a0a28b756d763ba163f259e63dd7,2023-09-19,d877722ca4e40f98,credit,2390000.0,перевод средств между счетами сумма 2390000-00 без налога (ндс),0.8736989405205878
b09bf0620a80d597edbe395cf23b36dad9e46ea6bf0d2bf222b24e422ca121f0,2022-08-02,1b21a7645f64d170,credit,4869203.94,по решению о взыскании № 5593 от date_11c362601502 на основании ст.46 нк рф от 31.07.1998г. № 146-фз,0.8694573936681171
06c683f7fb9b774d1b7b092937c26117623c9e89a5f79f7565532c27c49d35d3,2021-07-12,d877722ca4e40f98,credit,25473.0,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46185106 от date_246c0b17af4d. ндс нет.,0.8659984843861038
e5c7ab53555d65bfdf7d52783c1172f53190c566467f249c86bbbea94f3e13cd,2019-04-23,6931e23e98703aa9,credit,6000000.0,аванс по договору №3-тор от 19.05.2017г сумма 6000000-00 в т.ч. ндс (20%) 1000000-00,0.8639472606276931
c1ccea92746c53a626470aa04305e8e0f0d85c30e4a0c992687c2dc31c133658,2021-07-20,d877722ca4e40f98,credit,8479920.0,возврат неиспользованной суммы по аккредитиву № 8824s2107000h от date_95feb18422fb в связи с заявлением на отзыв аккредитива от date_68f38ec7c834.,0.8619563460504469
1af1dbd345519a3b339f59b4e763021635f501a68f1eb9d782704d44640d5c7a,2020-05-20,6290b8d67943ece5,credit,1764.35,заработная плата за первую половину мая 20г для зачисления на счет таранова константина анатольевича заработная плата за май 2020 г. сумма 1764-35 без налога (ндс),0.8610541454808397
4f532ce544a0c0f262a819e3edca60d925ef2f986768b79853a3b4ae8bde640b,2019-02-13,0ce0b6eeec2d8629,credit,38500.0,оплата по счету № 3 от date_6fbb54d6ff85 бух услуги за январь 2019г согласно договора №3 от 09.01.18г сумма 38500-00 без налога (ндс),0.8600321774338217
71899041a7366ace6e72c097ddb43c7709f09d63464656eeeec8fc4b046c6a9d,2021-06-08,40149916b115417d,credit,9909.59,оплата по договору № 1086 по inn_28d21f947336 от 31.05.21г сумма 9909-59 в т.ч. ндс (20%) 1651-60,0.859769112890579
ff64a020da96784f70cc2067ee0b8195edd85ee7908e0dc4708c025a8e634501,2019-02-05,80799e1a6646b6dc,credit,703.44,страховые взносы на обязательное медицинское страхование за январь 19г,0.8595446513654007
94ae79873ccd1853bd16bc5833ea232d9fbfddc97b4a26c5934d2c51950cf79f,2023-06-13,d877722ca4e40f98,credit,30000.0,перевод средств между счетами сумма 30000-00 без налога (ндс),0.8571096430162716
275bbe7a5108d10b989fd0cfdb8863d94d81259ec13a39b12f8de16c45c78dea,2020-09-08,41face6c4b94dd88,credit,327360.0,оплата по счету № 215 от date_89f50239e864 услуги физ.охраны за август 2020г сумма 327360-00 без налога (ндс),0.8541446855070662
abcbbee3204b860ce4f43d429399a4fcffec9a2ca9f99a9a32253b5042616158,2021-07-22,d877722ca4e40f98,credit,12963.13,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46742046 от date_18d445956332. ндс нет.,0.8534105812472679
71ea5b6ecf5e3ecfef6cbfc4c9f4f2b1e3ed5fb2bddc74645d889bbc27e7fece,2020-09-21,6931e23e98703aa9,credit,174713.0,оплата по счету № 6 от date_83efb0c10d24 сумма 174713-00 в т.ч. ндс (20%) 29118-83,0.8519317800203182
33dfe0343a653e54ae3d232476456dcaaabc5e452c293b98ef4e79cad663ef01,2023-08-29,d877722ca4e40f98,credit,18306.87,"оплата переменной аренды, за июнь 2023 г. по упд 59 от 30.06.23г. по договору договор аренды б.н. от date_ae529c800d8a г. в тч ндс 20% - 3051 руб..",0.8501089957190665
ede3ed38c0f4ae9b69c80b254c8bdbd13083ac115930b539dab546c09ed78080,2023-09-07,d877722ca4e40f98,credit,2661120.0,"оплата по счету б/н от 05.09.23г. договор аренды от date_f5f86fe8b22c года за сентябрь 2023 г. в.т.ч ндс 20% 443520,00",0.8490930085927538
6d8d80825f7870982430d6d74a261fdc16f37c8328bda3cf749ebdb96a8c20dd,2022-12-14,d877722ca4e40f98,credit,1500.0,перевод средств между счетами сумма 1500-00 без налога (ндс),0.8471588248757199
d4039ad56b383d824be23b675518df1922f597acc97fee73c36a47ccd251d739,2021-07-28,d877722ca4e40f98,credit,1000000.0,"<si>прием ден. нал. через ус 60036386 date_83e5ba05d91a 02:29:13 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.8394329245052806
6ad319a9f18138de157237375098e5a600f3080216d9b704f99eff5d0e8d24e6,2021-04-09,1d83fd5f5fefc19f,credit,51991.94,оплата по договору № 3510 от date_f300508e7393 теплоэнергия по с/ф тэ000005265 от 31.03.21 за минусом корректировки за фераль 21г сумма 51991-94 в т.ч. ндс (20%) 8665-32,0.8382997846295779
bb089adaf98c26a48643d89652108267b24744f5ee87ff504813c0e62a7ce135,2024-12-03,d877722ca4e40f98,credit,1000.0,перевод средств между счетами сумма 1000-00 без налога (ндс),0.8375280495507924
d7166716e368d7eae309823a1ebd5a17b7b8a29b50518d66d988cd61e53dc60b,2024-07-05,d877722ca4e40f98,credit,3000.0,перевод средств между счетами сумма 3000-00 без налога (ндс),0.8367024583151463
2e4423a6c2a1bcce78009d6ad9f48573b568b5d3aaaffa076bccad84fd317684,2024-02-16,d877722ca4e40f98,credit,150000.0,перевод средств между счетами сумма 150000-00 без налога (ндс),0.8343932011160399
6b7af3c4bd400bb79f24599ef4ce76b70effb51e92eddcad192a140cd087c528,2025-01-17,d877722ca4e40f98,credit,2000.0,перевод средств между счетами сумма 2000-00 без налога (ндс),0.8328359003361345
50904e5c7999ab3c74b301c7bb0c9c810fb73b7e1026b2f03df858a45c6a9168,2023-03-20,d877722ca4e40f98,credit,6000.0,перевод средств между счетами сумма 6000-00 без налога (ндс),0.8302954103447897
9ba49074f007758ed0e4df534a05b505ce661d6866dcac3b1de96fcdab838609,2020-10-09,40149916b115417d,credit,1224.66,оплата по договору № 1086 по с/ф inn_ceafd1838d6a от 30.09.20 сумма 1224-66 в т.ч. ндс (20%) 204-11,0.8286951887750112
e7f8cbe3e74c7ffece143930f3a4e4ae9104916bf67b6c8a8715f43836846dac,2020-01-09,80799e1a6646b6dc,credit,3032.72,страховые взносы на выплату страховой части трудовой пенсии,0.8212805854603368
0556c2ddbfaed0f30f5e067bf03ce04276d350ec504914a7080711761796b2bf,2021-07-08,d877722ca4e40f98,credit,68060174.0,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46070607 от date_cddc49f67133. ндс нет.,0.8180558907394508
82d61cd824f05ee97c4a824fdb0d71545aff42777ce4d12ec3e4d8e044021915,2022-08-10,d877722ca4e40f98,credit,10144.26,"возвр. сред.по прич.- наим. влад.сч. не совпад.с наимен. получ. по плат.пор. n 102 от 10/08/2022 (получ. общество с огранич. отв. "" перваяводная концессионная компания"" , р/с acc_916c11bf7814)",0.8178741017401304
3a18780d048086cbdcc7933a7c01438771c06d22a27c554b72fef879e7008dc4,2020-01-09,80799e1a6646b6dc,credit,703.04,страховые взносы на обязательное медицинское страхование,0.8174213570885679
ed51a0f0dd2fb6bca870e88a5a08ecd914d026167dafdc7e96cf9de23694d82f,2020-12-22,6931e23e98703aa9,credit,2000000.0,оплата по счету № 8 от date_b42a3a2ef047 сумма 2000000-00 в т.ч. ндс (20%) 333333-33,0.8170227231831995
bb6c5c46b4a887971503c7b11fb6eef81bde29cf7ff5c18f237fdfdb355efd23,2021-07-09,d877722ca4e40f98,credit,356806.45,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46122398 от date_72047c68bc98. ндс нет.,0.8153321163206546
2cfb832d80d63b7b7050107530733edd841061d4043c4f89c74c7fa735ba3f7b,2019-12-24,d877722ca4e40f98,credit,15190866.0,"acc_cd27e0d43c60;ст. 176 нк рф, год: 2019 решение n 228113 от date_4ba8851c23af наименование: ооо ""инкриз"", инн: inn_d877722ca4e4, кпп: 650101001 наименование но: межрайонная инспекция федеральной налоговой службы n 1 п",0.8141781260840737
b357ad5d171ed41f4f057b197016728d7ff45e375f85ea8821ba384e08f3faa1,2019-12-10,a982dff7a672f998,credit,1000.0,оплата за услуги связи л/с 23939431 сумма 1000-00 в т.ч. ндс (20%) 166-67,0.8135168093608229
94f2e49d080d03ecf9740cab21eaf66f8a6197d9d5a8f82b1ac446c1167d7ad7,2019-08-05,0ce0b6eeec2d8629,credit,38500.0,оплата по счету № 52 от date_bcef8866b41f бух.услуги за май 2019г согласно договор_9429076e5a53 №52 от 31.05.19г сумма 38500-00 без налога (ндс),0.8101711606492814
ac57b57c9333ee540ba1dce71c0cc41959a98df3e11b9a40a6077053a85a58b9,2020-01-09,80799e1a6646b6dc,credit,1793.0,налог на доходы физических лиц за декабрь 2019 года,0.8091232244717368
a8f78385031d1f09ed92d26a6cfc6c69fb71ac7dbbe46b2f67cfdea8ece29d38,2020-03-12,cf603eadad6f36c6,credit,5445.28,за охрану обьекта за февраль 2020года,0.8020903869698122
