txn_id,date,inn,side,amount,purpose,iforest_score_debit
,2019-01-11,d877722ca4e40f98,debit,10.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №3 (3000000 rur ) от 11/01/19. без ндс,0.8388257198754326
,2019-01-14,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №4 (6000000 rur ) от 14/01/19. без ндс,0.834450371984912
,2021-07-20,d877722ca4e40f98,debit,1214381.15,налог на имущество организаций за 1 квартал 2021 года,0.8282119843119454
,2021-07-20,d877722ca4e40f98,debit,1035949.85,налог на имущество организаций за 2 квартал 2021 года,0.8248798991892772
,2021-07-28,d877722ca4e40f98,debit,984604.88,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.8236545393275891
,2021-07-09,d877722ca4e40f98,debit,2320696.0,оплата по счету № 7 от date_3967c84bf0f7 внутреннее (временное) электроснабжение сумма 2320696-00 без налога (ндс),0.8193441059061998
,2019-01-10,d877722ca4e40f98,debit,4282.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по сф 42411-080-02 от 31.12.18 аванс 70% за январь 2018г сумма 4282-00 в т.ч. ндс (18%) 653-19,0.812001082476123
,2019-01-10,d877722ca4e40f98,debit,10.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №2 (4282 rur ) от 10/01/19. без ндс,0.8101066972395076
,2023-12-15,d877722ca4e40f98,debit,4040000.0,перевод средств между счетами сумма 4040000-00 без налога (ндс),0.8099543104791617
,2019-12-11,8d9e0be733f77f1c,debit,20000000.0,поступление займа от учредителя 20000000.00,0.8012904746205003
,2021-07-20,d877722ca4e40f98,debit,444126.0,оплата по счету №5 от date_55fe983d1fa3 тех.надзор по договору №8 от 20.12.16г сумма 444126-00 без налога (ндс),0.7982016896750409
,2021-07-16,8d9e0be733f77f1c,debit,18900000.0,частичный возврат суммы покрытия по аккредитиву № 8824s2107000h от 07.07.2021г в связи с изменением суммы аккредитива на основании заявления № 11 от 16.07.2021г..,0.7939843813806852
,2021-07-20,d877722ca4e40f98,debit,359615.0,оплата по счету № 7 от 21.05.19 тех.надзор по договору №8 от 20.12.16г сумма 359615-00 без налога (ндс),0.7937650171761542
,2021-07-20,d877722ca4e40f98,debit,283277.0,оплата по счету №4 от date_6b14695a421e тех.надзор по договору №8 от 20.12.16г сумма 283277-00 без налога (ндс),0.7853944188175909
,2021-07-29,d877722ca4e40f98,debit,1500.0,комиссия за годовое обслуживание бизнес-карты на пластиковом носителе '4274********7698' от '16/07/2021',0.7830331802961634
,2021-07-29,d877722ca4e40f98,debit,1000.0,комиссия за годовое обслуживание бизнес-карты без пластикового носителя '4274********7698' от '16/07/2021',0.7826370523855535
,2021-07-08,d877722ca4e40f98,debit,3060000.0,"оплата по счету № 11 от date_bb3d2a3e6d93 отделочные работы. полы, стены, потолки, двери, перегородки. cогласно договора подряда №3-тор от 19.05.17г сумма 3060000-00 в т.ч. ндс (20%) 510000-00",0.7825671263000795
,2021-07-20,d877722ca4e40f98,debit,211065.0,оплата по счету № 6 от date_19d88b79d5fb тех.надзор по договору №8 от 20.12.16г сумма 211065-00 без налога (ндс),0.780956510746003
,2021-07-30,d877722ca4e40f98,debit,1763.0,налог на доходы физических лиц за июль 2021 года,0.7767058418342612
,2021-07-30,d877722ca4e40f98,debit,58.0,налог на доходы физических лиц доплата за май 2021 года,0.7751275714938857
,2021-07-30,d877722ca4e40f98,debit,0.3,пени по налогу на доходы физических лиц за май 2021 года,0.7747332263244808
,2021-07-30,d877722ca4e40f98,debit,0.01,оплата по сч.№ 687 от 09.07.21г согласно договор_9429076e5a53 №39 ин от 09.07.21г доплата сумма 0-01 без налога (ндс),0.7747332263244808
,2021-07-30,d877722ca4e40f98,debit,37.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: №255 (.01 rur ) от 30/07/21 без ндс",0.7743389700812296
,2019-01-16,d877722ca4e40f98,debit,33600.0,оплата по счету № 109 от date_8e9b70caae61 бух услуги за декабрь 2018г согласно договора №3 от 09.01.18 сумма 33600-00 без налога (ндс),0.7739897413626268
,2021-07-30,d877722ca4e40f98,debit,23.6,оплата комиссии за оказание услуг по зачислению денежных средств. за период с date_f3eb9b50c612 по date_ed6a189f272b. договор от date_eb8c294d74c6 № 50356798. ндс не облагается.,0.7739448027440791
,2021-07-20,8d9e0be733f77f1c,debit,8479920.0,возврат неиспользованной суммы по аккредитиву № 8824s2107000h от date_95feb18422fb в связи с заявлением на отзыв аккредитива от date_68f38ec7c834.,0.770332337492214
,2021-07-08,d877722ca4e40f98,debit,2290133.0,оплата по счету № 19 от date_db18f6dce3c9 устройство дождевой канализации с системой очистки cогласно договора подряда №3-тор от 19.05.17г сумма 2290133-00 в т.ч. ндс (20%) 381689-00,0.7688746128405839
,2021-07-13,d877722ca4e40f98,debit,603621.0,оплата по счету № 6304 от date_43f2f1b3167e монтаж и наладка пожарной сигнализации по дог.№120/20 от 18.12.20 частичная оплата сумма 603621-00 без налога (ндс),0.768752616752393
,2021-07-08,d877722ca4e40f98,debit,2239327.0,"оплата по счет-фактуре № 17 от date_933bf57856d8 отделочные работы, перегородки. cогласно договора подряда №3-тор от 19.05.17г сумма 2239327-00 в т.ч. ндс (20%) 373221-00",0.7680888312361016
,2021-07-20,d877722ca4e40f98,debit,46837.85,налог на имущество организаций за 1 квартал 2021 года,0.76687935348082
,2021-07-20,d877722ca4e40f98,debit,37499.98,аванс по заработной плате по реестру №16 от date_68f38ec7c834 в соответствии с договором 50356798 от date_eb8c294d74c6,0.7660944716501831
,2021-08-03,d877722ca4e40f98,debit,14250.0,отпускные по реестру №19 от date_8900e9d13cb6 в соответствии с договором 50356798 от date_eb8c294d74c6,0.7656798942093835
,2021-07-28,d877722ca4e40f98,debit,3000.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №46 (1000000 rur ) от 28/07/21. без ндс,0.7649457693136258
,2021-07-20,d877722ca4e40f98,debit,19413.0,земельный налог за 2 квартал 2021 года,0.7646099940379547
,2021-07-12,d877722ca4e40f98,debit,296682.0,оплата по сч.№ 8 от 21.05.21г авторский надзор за холодсервис согласно письма №46 от 18.12.18г сумма 296682-00 без налога (ндс),0.7630312021863114
,2021-07-12,d877722ca4e40f98,debit,272215.0,оплата по сч.№ 05 от 18.02.21 г частичная оплата авторский надзор за холодсервис согласно письма №46 от 18.12.18г сумма 272215-00 без налога (ндс),0.7624534548882642
,2019-01-16,d877722ca4e40f98,debit,2000.0,сумма предоплаты за услуги связи по лицевому счету inn_0a7cdc631526 сумма 2000-00 в т.ч. ндс (20%) 333-33,0.76171901013294
,2019-01-16,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №7 (33600 rur ) от 16/01/19. без ндс,0.7609364553892314
,2019-01-16,d877722ca4e40f98,debit,35.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: №6 (2000 rur ) от 16/01/19 без ндс",0.7609364553892314
,2021-07-20,d877722ca4e40f98,debit,4999.98,заработная плата за первую половину июля 21г для зачисления на счет таранова константина анатольевича сумма 4999-97 без налога (ндс) в том числе ндс - 0.00 рублей.,0.7601944016840521
,2021-07-20,d877722ca4e40f98,debit,40.0,"комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. документ(ы):; от 20/07/21 №№: 243 (211065 rur ), 244 (359615 rur ), 245 (444126 rur ), 246 (283277",0.7598845025320602
,2021-07-20,d877722ca4e40f98,debit,37.5,"комиссия за перечисление средств со сч. юл на сч.фл (в т.ч. при закрытии счета), (оборот до 150 тыс. руб) по дог. рко №acc_ded93f97f389 от '02/12/2014'. за документы: документ(ы):; от 20/07/21 №№: 252 (249",0.7594935947256488
,2021-07-20,d877722ca4e40f98,debit,2499.98,заработная плата за первую половину июля 21 г для зачисления на счет ермошкина михаила юрьевича сумма 2499-98 без налога (ндс),0.7594125344714157
,2021-07-12,d877722ca4e40f98,debit,150487.0,оплата по сч.№ 7 от date_19d88b79d5fb авторский надзор за холодсервис согласно письма №46 от 18.12.18г сумма 150487-00 без налога (ндс),0.7593707829324573
,2021-08-03,d877722ca4e40f98,debit,199.0,информирование об операциях поступления и/или списания по банковскому(им) счету(ам) в рублях рф за период с '01/07/2021' по '31/07/2021'.,0.759345228169752
,2021-01-19,5ae9eeb0d29bc5c0,debit,1250000.0,перевод денежных средств по договору № пи-1/281220 от date_8425413630fa г. сумма 1250000-00 без налога (ндс),0.7546430052848545
,2021-07-07,8d9e0be733f77f1c,debit,6233332.63,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46023008 от date_95feb18422fb. ндс нет.,0.7515642661973362
,2021-07-16,d877722ca4e40f98,debit,37.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: №241 (18900000 rur ) от 16/07/21 без ндс",0.7501969669199993
,2021-07-16,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №242 (4000 rur ) от 16/07/21. без ндс,0.7501969669199993
,2021-07-08,d877722ca4e40f98,debit,1765261.0,оплата по счету №5 от date_c0262f8e17f8 отопление cогласно договора подряда №3-тор от 19.05.17г сумма 1765261-00 в т.ч. ндс (20%) 294210-00,0.7499198402152358
,2021-07-16,d877722ca4e40f98,debit,4000.0,оплата по счету № 744 от 07.07.21г за учебу сумма 4000-00 без налога (ндс),0.7498082436852439
,2021-07-09,d877722ca4e40f98,debit,316800.0,оплата по счету № 251 от 30.06.21г услуги физ.охраны за июнь 2021г сумма 316800-00 без налога (ндс),0.7470375810290176
,2021-08-02,d877722ca4e40f98,debit,74.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: документ(ы):; от 02/08/21 №№: 262 (3000 rur ), 263 (3000",0.7468380438101428
,2021-08-02,d877722ca4e40f98,debit,3000.0,оплата по счету № 63708 от 23.06.21г за июль 21г сумма 3000-00 без налога (ндс),0.7448990895568482
,2021-08-02,d877722ca4e40f98,debit,3000.0,оплата по счету № 65926 от 23.07.21 за август 21г сумма 3000-00 без налога (ндс),0.7448990895568482
,2021-07-12,d877722ca4e40f98,debit,12978.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 аванс 70% за июль 2021г по с/ф 29483-080-02 от 30.06.21г сумма 12978-00 в т.ч. ндс (20%) 2163-00,0.7438663682229956
,2021-08-02,d877722ca4e40f98,debit,1800.0,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/07/2021' по '31/07/2021' за 31 дней. ндс не облагается,0.7433494996291012
,2021-07-21,d877722ca4e40f98,debit,75.0,оплата комиссии за оказание услуг по зачислению денежных средств. за период с date_246c0b17af4d по date_68f38ec7c834. договор от date_eb8c294d74c6 № 50356798. ндс не облагается.,0.738332713509265
,2019-10-16,d877722ca4e40f98,debit,17000000.0,оплата по счету № 20 от date_aa5e303a04cd аванс по договору №3-тор от 19.05.2017г сумма 17000000-00 в т.ч. ндс (20%) 2833333-33,0.7380730690760113
,2021-07-12,d877722ca4e40f98,debit,7705.0,оплата по счету № 6042 от 09.07.21г спецодежда сумма 7705-00 в т.ч. ндс (20%) 1284-17,0.7361442897812666
,2021-07-12,d877722ca4e40f98,debit,2790.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 доплата за июнь 2021г по с/ф 29483-080-02 от 30.06.21г сумма 2790-00 в т.ч. ндс (20%) 465-00,0.7345454455099102
,2021-07-09,d877722ca4e40f98,debit,80000.0,оплата по счету № 73 от date_63da1f80aee8 строительство теплотрассы сумма 80000-00 без налога (ндс),0.7335091822444726
,2021-07-12,d877722ca4e40f98,debit,2000.0,оплата за услуги связи л/с inn_a388b319cfe4 сумма 2000-00 в т.ч. ндс (20%) 333-33,0.732620345117015
