txn_id,date,inn,side,amount,purpose,iforest_score_credit
,2020-03-12,cf603eadad6f36c6,credit,526.96,за охрану обьекта за январь 2020года,0.9999999976072802
,2022-08-03,a982dff7a672f998,credit,10000.0,оплата за услуги связи л/с inn_a388b319cfe4 сумма 10000-00 в т.ч. ндс (20%) 1666-67,0.9999999975085234
,2021-07-06,d877722ca4e40f98,credit,100000000.0,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 45997949 от date_f71bf3d6bd61. ндс нет.,0.9999999974976743
,2019-01-16,0ce0b6eeec2d8629,credit,33600.0,оплата по счету № 109 от date_8e9b70caae61 бух услуги за декабрь 2018г согласно договора №3 от 09.01.18 сумма 33600-00 без налога (ндс),0.9999999974929472
,2020-11-05,917804652432403b,credit,2726.98,оплата по исполнительный листу № № 2-7123/16 от date_178e735fd502 ермошкин м.ю. взыскателю ким натальи аркадьевны. за октябрь 2020г,0.9999999974366162
,2021-11-16,41face6c4b94dd88,credit,140000.0,оплата по счету № 416 от 31.10.21 услуги физ.охраны за октябрь 2021г частичная оплата сумма 140000-00 без налога (ндс),0.9999999973394357
,2021-06-21,0c22384d93788af3,credit,61065.01,арендная плата за землю по договору №13866 от 26.02.18 за период с 1 апреля по 30 мая 2021 г (вкл).,0.9999999971876178
,2023-01-09,524ef6bc49f42742,credit,959369.6,предоплата в размере 80% по договору №6053 от 28.10.22 сч.№ 102 от 31.10.22 сумма 959369-60 в т.ч. ндс (20%) 159894-93,0.9999999971723363
,2020-01-10,3a9c5401f637dd8d,credit,9447532.0,возврат займа по договору ои-1/021018 от date_a646370c6975 сумма 9447532-00 без налога (ндс),0.9999999970818173
,2021-11-11,40149916b115417d,credit,23123.28,оплата по счет-фактуре №inn_c3e54c5e125b от 31.10.21 договор № 1086 сумма 23123-28 в т.ч. ндс (20%) 3853-88,0.9999999966610065
,2021-06-16,032f0b4d2498f263,credit,2000000.0,частичный возврат займа по договору №1 от date_1621fe873e05 сумма 2000000-00 без налога (ндс),0.9999999966507969
,2019-11-06,ca3891c167141f4d,credit,50.37,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.9999999960642318
,2020-03-27,225acb9ed4f34af6,credit,1905.33,заработная плата за вторую половину марта 2020г для зачисления на счет амана вадима владимировича сумма 1905-33 без налога (ндс),0.9999999955044152
,2021-08-19,ed18d013d231f2d0,credit,13500.0,оплата по счету № 342 от 22.07.21г услуги крана сумма 13500-00 без налога (ндс),0.9999999952280112
,2021-01-18,ed18d013d231f2d0,credit,13500.0,оплата по счету № 6 от date_d7e856e07657 услуги крана сумма 13500-00 без налога (ндс),0.9999999952280112
,2021-07-12,85ee5df9d37a27a6,credit,296682.0,оплата по сч.№ 8 от 21.05.21г авторский надзор за холодсервис согласно письма №46 от 18.12.18г сумма 296682-00 без налога (ндс),0.9999999935233554
,2021-06-16,cf603eadad6f36c6,credit,16315.5,"оплата по с/ф юс002305 от 30.04.21г, с/ф юс003269 от 31.05.21г, с/ф юс004070 от 30.06.21г услуги по контролю за трансляцией сигналов",0.9889660168227948
,2021-07-20,80799e1a6646b6dc,credit,1035949.85,налог на имущество организаций за 2 квартал 2021 года,0.9867316172602988
,2022-04-28,8d9e0be733f77f1c,credit,2238195.17,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9527848668843947
,2021-07-09,d877722ca4e40f98,credit,71900696.0,"частичный возврат суммы покрытия по аккредитиву № 8824s2107000h от 07,07,2021 в связи с изменением суммы аккредитива на основании заявления № 5 от 09,07,2021",0.951328486606977
,2022-03-28,8d9e0be733f77f1c,credit,1918819.4,погашение задолженности по договору n 600210017 от 24 июня 2021 г..ндс не облагается,0.9435823395812245
,2020-06-05,225acb9ed4f34af6,credit,11764.36,заработная плата за вторую половину мая 2020г для зачисления на счет амана вадима владимировича сумма 11764-36 без налога (ндс),0.9408289073982542
,2021-07-08,d877722ca4e40f98,credit,68060174.0,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46070607 от date_cddc49f67133. ндс нет.,0.938093680025484
,2021-11-29,8d9e0be733f77f1c,credit,1685024.11,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9334228168958456
,2021-12-28,8d9e0be733f77f1c,credit,1630668.48,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9313991478971424
,2021-08-30,8d9e0be733f77f1c,credit,1261912.33,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9143080757695645
,2021-10-28,8d9e0be733f77f1c,credit,1221205.48,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9123102548230033
,2021-07-28,8d9e0be733f77f1c,credit,984604.88,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.9040150387837219
,2020-05-12,85ee5df9d37a27a6,credit,9954.0,оплата по сч.№ 5 от 11.02.19г авторский надзор по договору № 7 от 20.12.16г за холодсервис сумма 9954-00 без налога (ндс),0.8875774152656606
,2021-07-16,d877722ca4e40f98,credit,18900000.0,частичный возврат суммы покрытия по аккредитиву № 8824s2107000h от 07.07.2021г в связи с изменением суммы аккредитива на основании заявления № 11 от 16.07.2021г..,0.8777219895147792
,2020-06-05,917804652432403b,credit,9668.74,ид взыск д.с. в пользу __ по постобвз №64241110298203 от date_cfba05994667 выд. мосп по ваш уфссп россии по сахалинской области по и/п/делу 46925/20/65024-ип от date_1976d2635e77,0.8770749284572783
,2020-06-04,917804652432403b,credit,15331.26,ид взыск д.с. в пользу __ по постобвз №64241110298203 от date_cfba05994667 выд. мосп по ваш уфссп россии по сахалинской области по и/п/делу 46925/20/65024-ип от date_1976d2635e77,0.8682313172249447
,2021-07-08,6931e23e98703aa9,credit,26297591.0,частичная оплата по счету №9 от date_aaac92e3774d cогласно договора подряда №3-тор от 19.05.17г сумма 26297591-00 в т.ч. ндс (20%) 4382932-00,0.8533503121405456
,2021-11-26,41face6c4b94dd88,credit,187360.0,оплата по счету № 416 от 31.10.21 услуги физ.охраны за октябрь 2021г сумма 187360-00 без налога (ндс),0.8518972155754267
,2020-06-23,cf603eadad6f36c6,credit,10890.56,оплата по счет-фактурам №юс002185 от 30.04.20; №юс002914 от 31.05.20 услуги по контролю за трансляцией сигналов,0.8424601876540722
,2019-01-10,d877722ca4e40f98,credit,2000000.0,перевод денежных средств по договору № пи-1/101218 от 10.12.2018г. сумма 2000000-00 без налога (ндс),0.8396754729375241
,2022-04-01,480b91025f5be8d0,credit,119909.4,оплата по договору аренды кабинета за период с 2021 по 31.03.22 года сумма 119909-40 без налога (ндс),0.8391541523478533
,2021-11-02,80799e1a6646b6dc,credit,58246.0,земельный налог за 3 квартал 2021 года,0.8376087669875927
,2019-04-23,85ee5df9d37a27a6,credit,250000.0,"оплата по сч.№ 4 от 11.02.19г тех.надзор по договору №8 от 20.12.16г за ооо ""ажур"" сумма 250000-00 без налога (ндс)",0.8310912854698662
,2021-07-12,d877722ca4e40f98,credit,719384.0,частичный возврат суммы покрытия по аккредитиву №8824s2107000h от date_95feb18422fb в связи с изменением суммы аккредитива на основании заявления №7 от 12.07.2021г.,0.8305281646860038
,2021-07-07,8d9e0be733f77f1c,credit,245000.0,"комиссия пао сбербанк за откр.акк. с покр. за счет к/с., с подтв. /аккредитив-8824s2107000h/rr/пп/07.07.21/245000 rur",0.8298540453162586
,2021-07-12,d877722ca4e40f98,credit,25473.0,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46185106 от date_246c0b17af4d. ндс нет.,0.8256353149729094
,2021-10-05,ca3891c167141f4d,credit,891.71,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.8248028568078275
,2021-10-22,917804652432403b,credit,14447.51,оплата по исполнительный листу № № 2-7123/16 от date_178e735fd502 ермошкин м.ю. взыскателю ким натальи аркадьевны. расчет уволнение,0.8212414864559718
,2019-01-10,d877722ca4e40f98,credit,1000000.0,перевод денежных средств по договору займа № чи-1/271218 от 27.12.2018г. сумма 1000000-00 без налога (ндс),0.8168080091619746
,2021-07-20,d877722ca4e40f98,credit,8479920.0,возврат неиспользованной суммы по аккредитиву № 8824s2107000h от date_95feb18422fb в связи с заявлением на отзыв аккредитива от date_68f38ec7c834.,0.8092489733764976
,2019-01-15,d877722ca4e40f98,credit,3400000.0,перевод денежных средств по договору займа № чи-1/271218 от 27.12.2018г. сумма 3400000-00 без налога (ндс),0.8075726219435377
,2020-03-10,ac31ae518119510a,credit,2516.13,оплата по счету № 10496 от date_b90649a005f2 услуги итернета за март 2020года сумма 2516-13 без налога (ндс),0.8067885050187498
,2022-04-22,a4bb2adbd377d7b6,credit,1200.0,оплата по счету №1352 от 14.04.22 источник бесперебойного питания сумма 1200-00 без налога (ндс),0.8064080344309726
,2022-01-31,8d9e0be733f77f1c,credit,160000.0,погашение задолженности по договору n 600210017 от 24 июня 2021 г..ндс не облагается,0.8049475123158425
,2020-02-17,eed8b1f54ed4366c,credit,80104.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по с/ф 1825-080-02 от 31.01.20г доплата за январь 2020г сумма 80104-00 в т.ч. ндс (20%) 13350-67,0.7808999030197615
,2021-07-20,80799e1a6646b6dc,credit,46837.85,налог на имущество организаций за 1 квартал 2021 года,0.7796100702052984
,2019-01-14,d877722ca4e40f98,credit,4300000.0,перевод денежных средств по договору № пи-1/101218 от 10.12.2018г. сумма 4300000-00 без налога (ндс),0.7758361312829596
,2019-10-16,6931e23e98703aa9,credit,17000000.0,оплата по счету № 20 от date_aa5e303a04cd аванс по договору №3-тор от 19.05.2017г сумма 17000000-00 в т.ч. ндс (20%) 2833333-33,0.7743986709208711
,2021-07-07,d877722ca4e40f98,credit,6233332.63,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46023008 от date_95feb18422fb. ндс нет.,0.7714040405421718
,2021-07-09,d877722ca4e40f98,credit,356806.45,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46122398 от date_72047c68bc98. ндс нет.,0.7701626992045632
,2021-07-01,8d9e0be733f77f1c,credit,100000.0,прочие выдачи 100000.00; прочие расходы; по чеку № 11uynt.,0.764759474261381
,2021-11-03,ca3891c167141f4d,credit,888.06,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.761654552577792
,2021-07-07,ca3891c167141f4d,credit,851.8,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.7565798689541984
,2019-12-11,d877722ca4e40f98,credit,20000000.0,поступление займа от учредителя 20000000.00,0.7528502748483303
,2021-07-28,d877722ca4e40f98,credit,1000000.0,"<si>прием ден. нал. через ус 60036386 date_83e5ba05d91a 02:29:13 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.7495355675381518
,2019-01-14,d877722ca4e40f98,credit,1700000.0,перевод денежных средств по договору займа № чи-1/271218 от 27.12.2018г. сумма 1700000-00 без налога (ндс),0.7471481244317252
,2020-04-30,ca3891c167141f4d,credit,220.69,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.7466257835416895
,2020-05-12,41face6c4b94dd88,credit,264000.0,оплата по счету № 101 от date_d0e82aa1e821 услуги физ.охраны с 06 апреля по 30 апреля 20г сумма 264000-00 без налога (ндс),0.7429518973600239
,2021-08-03,d877722ca4e40f98,credit,14000.0,выдача займа по договору №4-си/170621 от date_8b1fbb2a73df сумма 14000-00 без налога (ндс),0.7333563509317453
,2022-08-02,1b21a7645f64d170,credit,116491.28,по решению о взыскании № 5593 от date_11c362601502 на основании ст.46 нк рф от 31.07.1998г. № 146-фз,0.7318934368089253
,2021-09-03,ca3891c167141f4d,credit,862.65,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.7289668442001002
,2020-03-05,ca3891c167141f4d,credit,140.83,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.7286922526737869
,2021-07-07,d877722ca4e40f98,credit,350000.0,выдача займа по договору №4-си/170621 от date_8b1fbb2a73df сумма 350000-00 без налога (ндс),0.7258340971663181
,2021-07-22,d877722ca4e40f98,credit,12963.13,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46742046 от date_18d445956332. ндс нет.,0.7173211970369867
,2021-07-20,d877722ca4e40f98,credit,111250.79,выдача кредита по договору n600210017 от 24 июня 2021 г. согласно распоряжения кредитного отдела n 46617919 от date_68f38ec7c834. ндс нет.,0.715411666365839
,2021-07-23,d877722ca4e40f98,credit,10000.0,выдача займа по договору №4-си/170621 от date_8b1fbb2a73df сумма 10000-00 без налога (ндс),0.7145226084121027
,2022-03-28,8d9e0be733f77f1c,credit,60000.0,погашение задолженности по договору n 600210017 от 24 июня 2021 г..ндс не облагается,0.7119177282115396
,2019-12-11,8d9e0be733f77f1c,credit,60000.0,комиссия за прием наличных денежных средств на счет по объявлению на взнос наличными свыше 100 тыс. руб. 0.30 % согласно договора рко № acc_ded93f97f389 от '02/12/2014'. документ №'311941' от '11/12/2019'.,0.7119177282115396
,2021-02-17,eed8b1f54ed4366c,credit,61362.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 доплата за январь 2021г по с/ф 1804-080-02 от 31.01.21г сумма 61362-00 в т.ч. ндс (20%) 10227-00,0.7106914915221766
,2020-03-27,ca3891c167141f4d,credit,128.73,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.7053885053113507
,2021-07-21,d877722ca4e40f98,credit,2555.17,"acc_204e664ca1bc;возврат согласно заявления ооо ""инкриз"" по дог. № 13866 от date_850656bcdad9",0.7027311434749315
,2021-06-15,032f0b4d2498f263,credit,1500000.0,частичный возврат займа по договору №1 от date_1621fe873e05 сумма 1500000-00 без налога (ндс),0.6962516300033961
,2023-01-12,524ef6bc49f42742,credit,552646.6,окончательный расчет согдасно договора №6053 от 28.10.22г по сч.№ 139 от 27.12.22г сумма 552646-60 в т.ч. ндс (20%) 92107-77,0.6951788078542205
,2022-08-03,480b91025f5be8d0,credit,899.51,оплата по договору аренды кабинета по сч.№23 от 05.07.22 по договору №ом-9/010122 сумма 899-51 без налога (ндс),0.6892265443898942
,2020-11-10,ca3891c167141f4d,credit,68.97,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.6890825103902055
,2021-06-30,d877722ca4e40f98,credit,17297150.0,"acc_cd27e0d43c60;ст. 176 нк рф, год: 2021 решение n 43021 от date_c360e6c8d02f наименование: ооо ""инкриз"", инн: inn_d877722ca4e4, кпп: 650101001 наименование но: межрайонная инспекция федеральной налоговой службы n 1 по",0.6886249040866663
,2022-05-25,225acb9ed4f34af6,credit,2800.0,перечисление подотчетной суммы сумма 2800-00 без налога (ндс),0.6877694112369169
,2021-03-12,1d83fd5f5fefc19f,credit,547423.99,оплата по договору № 3510 от date_f300508e7393 теплоэнергия по с/ф тэ000003333 от 28.02.21г сумма 547423-99 в т.ч. ндс (20%) 91237-33,0.6787656602974338
,2023-12-08,d877722ca4e40f98,credit,4041209.0,оплата по сч. 70 от date_205f0adc40bf. сумма 4041209-00 в т.ч. ндс(20%) 673534-83,0.6742754326625032
,2021-09-20,6290b8d67943ece5,credit,1363.36,заработная плата за первую половину сентября 21г для зачисления на счет таранова константина анатольевича сумма 1363-36 без налога (ндс),0.6727674612448515
,2020-09-16,0c22384d93788af3,credit,394535.98,арендная плата за землю по договору №13866 от 26.02.18 за 3 квартал 2020 г.,0.6720986872502163
,2021-08-05,d877722ca4e40f98,credit,84000.0,выдача займа по договору №4-си/170621 от date_8b1fbb2a73df сумма 84000-00 без налога (ндс),0.6655785412402995
